dictionary_form_id,normalized_form,representative_surface_form,candidate_ids,candidate_count,dictionary_status,dictionary_primary_source,dictionary_secondary_source,dictionary_historical_source,dictionary_definition_paraphrase,dictionary_historical_sense,dictionary_first_attestation_if_available,dictionary_anchor_sense_match,dictionary_polysemy_note,dictionary_source_url_or_id,dictionary_access_date,dictionaryapi_http_status,dictionaryapi_raw_response_path,dictionaryapi_raw_sha256,webster1913_component_headword,webster1913_http_status,webster1913_raw_response_path,webster1913_raw_sha256,dictionary_provenance_note
FT-DICT-502A3A2170A55A,grass fires,grass fires,FT-SEED-R1B-P-1938-29,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: fires.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/grass%20fires; https://websters1913.timcieplowski.com/word/fires/",2026-08-26,0,,,fires,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-61CB31820FF0E9,grave threats,grave threats,FT-SEED-R1B-P-1988-21,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: threats.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/grave%20threats; https://websters1913.timcieplowski.com/word/threats/",2026-08-26,0,,,threats,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-2C4E580C1D49B9,greenhouse effect,greenhouse effect,FT-SEED-R1B-P-1988-01,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: effect.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,The atmospheric warming influence produced when greenhouse gases absorb and re-emit outgoing infrared radiation.,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/greenhouse%20effect; https://websters1913.timcieplowski.com/word/effect/,2026-08-26,0,,,effect,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-0FEA124CFE8AD1,greenhouse gas emissions,greenhouse gas emissions,FT-SEED-R1B-P-2015-10,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: emissions.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Releases of gases that contribute to the atmospheric greenhouse effect.,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/greenhouse%20gas%20emissions; https://websters1913.timcieplowski.com/word/emissions/,2026-08-26,0,,,emissions,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-16FDADC245FE18,greenhouse gases,greenhouse gases,FT-SEED-R1B-P-1988-27,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: gases.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Atmospheric gases that absorb and emit infrared radiation and thereby influence the greenhouse effect.,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/greenhouse%20gases; https://websters1913.timcieplowski.com/word/gases/,2026-08-26,0,,,gases,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-BDE7DD741C3844,guilt,guilt,FT-SEED-R1B-P-2022-21,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: guilt.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/guilt/; https://api.dictionaryapi.dev/api/v2/entries/en/guilt,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/bcacdbfc06fc3d93dd7190b5fbf9eb4943e143371b96d7fa3e70863e08c0e6aa.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,guilt,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-0B2B9154D723D6,harm future generations,harm future generations,FT-SEED-R1B-P-2022-29,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: generations.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Harm or loss explicitly attributed to future generations; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=13; https://api.dictionaryapi.dev/api/v2/entries/en/harm%20future%20generations; https://websters1913.timcieplowski.com/word/generations/",2026-08-26,0,,,generations,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-8C7EB792C212BE,harm them personally,harm them personally,FT-SEED-R1B-P-2015-28,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: harm.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/harm%20them%20personally; https://websters1913.timcieplowski.com/word/harm/",2026-08-26,0,,,harm,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-46EB269CA60444,harmful consequences,harmful consequences,FT-SEED-R1B-P-1988-20,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: consequences.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/harmful%20consequences; https://websters1913.timcieplowski.com/word/consequences/",2026-08-26,0,,,consequences,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-C039DD9FEFF160,heat of the irons,heat of the irons,FT-SEED-R1B-P-1842-21,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: irons.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Heat as a physical source, state, or thermal condition; the candidate is interpreted in its documented anchor and voice context.","Physical or embodied heat in a local meteorological, material, or bodily-exposure sense.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,"Heat may refer to cooking, machinery, emotion, contest, or political metaphor; those senses are not automatically relevant.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/heat%20of%20the%20irons; https://websters1913.timcieplowski.com/word/irons/",2026-08-26,0,,,irons,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-92253C59509B67,heat of the men,heat of the men,FT-SEED-R1B-P-1842-20,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: men.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Heat experienced by bodies in occupational, domestic, or environmental settings; the candidate is interpreted in its documented anchor and voice context.","Physical or embodied heat in a local meteorological, material, or bodily-exposure sense.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,"Heat may refer to cooking, machinery, emotion, contest, or political metaphor; those senses are not automatically relevant.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/heat%20of%20the%20men; https://websters1913.timcieplowski.com/word/men/",2026-08-26,0,,,men,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-CF24BD32494FAA,heat records,heat records,FT-SEED-R1B-P-1938-27,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: records.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Heat as a physical source, state, or thermal condition; the candidate is interpreted in its documented anchor and voice context.","A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/heat%20records; https://websters1913.timcieplowski.com/word/records/",2026-08-26,0,,,records,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
